context,ory_Orya
"With state-of-the-art facilities, FTII provides a creative ambiance to inspire budding film makers with an innovative language of artistic expression. The films made by its students during their academic course and beyond, have been receiving both national & international accolades. Its alumni have been earning recognition regularly through their mastery over film-making.","ଅତ୍ୟାଧୁନିକ ସୁବିଧାଗୁଡ଼ିକ ସହିତ, ଏଫ୍‌.ଟି.ଆଇ.ଆଇ. ଉଦୀୟମାନ ଚଳଚ୍ଚିତ୍ର ନିର୍ମାତାମାନଙ୍କୁ କଳାତ୍ମକ ଅଭିବ୍ୟକ୍ତିର ଏକ ଅଭିନବ ଭାଷା ଦ୍ଵାରା ପ୍ରେରଣା ଦେବା ପାଇଁ ଏକ ସୃଜନଶୀଳ ପରିବେଶ ପ୍ରଦାନ କରେ ।"
"thusourfocusshiftsfromadesiretoknowthetimesthenovelisreferringtoinsocio-economicorpoliticalterms,toadesiretoseethetimes(intermsofcostumeanddcor).thustheearlierintentionofthenarrativeanostalgiaforapastisneutered.whatdrivesus,theaudience,isanostalgiaforthepresenttimesofthenovel,thelivedmomentofaustensheroines,orpagnolsandforsterscharactersourimaginedpast,notthatoftheoriginaltextforwhichthatpresenttimerepresentsunwantedchange.","ଦର୍ଶକ ରୂପେ, ଆମକୁ ଯାହା ଆନ୍ଦୋଳିତ କରିଥାଏ, ତାହା ହେଉଛି ଉପନ୍ୟାସର ତତ୍କାଳୀନ ସମୟ ନିମନ୍ତେ ଏକ ଆବେଗମୟ ଲାଳସା, ଅଷ୍ଟେନ୍‌ଙ୍କ ନାୟିକାମାନେ ଜୀଇଁଥିବା ମୁହୂର୍ତ୍ତ, କିମ୍ବା ପାଗନୋଲ୍ ଏବଂ ଫୋଷ୍ଟରଙ୍କ ଚରିତ୍ରମାନଙ୍କ କାଳ୍ପନିକ ଅତୀତ; ଏହା ମୂଳ ପାଠ ବିଷୟରେ କିଛି କହି ନଥାଏ, ଯାହା ପାଇଁ ସେହି ତତ୍କାଳୀନ ସମୟ ଅବାଞ୍ଛିତ ପରିବର୍ତ୍ତନକୁ ଚିତ୍ରିତ କରିଥାଏ।"
"A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification. Such groups of soils may occur on the landscape in a repeated manner and are delineated on a map as map unit. The delineated units on a map will be given a specific symbol, colour and name.",କ୍ଷେତ୍ରରେ ପେଡନ୍‌କୁ ଗଠନାତ୍ମକ ଦୃଷ୍ଟିରୁ ବର୍ଣ୍ଣନା କରାଯାଏ ଏବଂ ତାହାର ବୈଶିଷ୍ଟ୍ୟ ବର୍ଣ୍ଣନ ତଥା ବର୍ଗୀକରଣ ନିମନ୍ତେ ଗବେଷଣାଗାରରେ ପରୀକ୍ଷଣ ପାଇଁ ନମୁନା ସଂଗ୍ରହ କରାଯାଏ ।
"A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification. Such groups of soils may occur on the landscape in a repeated manner and are delineated on a map as map unit. The delineated units on a map will be given a specific symbol, colour and name.","ମାନଚିତ୍ରରେ ରହିଥିବା ଚିତ୍ରିତ ଏକକଗୁଡ଼ିକୁ ଏକ ସ୍ୱତନ୍ତ୍ର ଚିହ୍ନ, ରଙ୍ଗ ଏବଂ ନାମ ଦିଆଯାଏ ।"
"All these models take the information derived from the remote sensing data. Thornthwaite and Mather model is widely used for computing water balance. It is a book-keeping method, very useful for computing runoff at preliminary stage of planning of any water resources project.",ଜଳ ସନ୍ତୁଳନର ହିସାବ କରିବା ପାଇଁ ଥର୍ଣ୍ଣ୍‌ଥ୍ୱେଟ୍‌ ଆଣ୍ଡ୍‌ ମେଦର୍‌ ମଡେଲ୍‌ଟି ବ୍ୟାପକ ଭାବରେ ବ୍ୟବହୃତ ହୋଇଥାଏ ।
"At this extreme altitude gas molecules are widely separated. Above 60 miles (100 km) from Earths surface the chemical composition of air becomes strongly dependent on altitude and the atmosphere becomes enriched with lighter gases (atomic oxygen, helium and hydrogen). Above about 100 miles (160 km) altitude the major atmospheric component becomes atomic oxygen.","ପୃଥିବୀ ପୃଷ୍ଠରୁ ୬୦ ମାଇଲ (୧୦୦ କି.ମି.) ଉପରେ, ବାୟୁର ରାସାୟନିକ ସଂରଚନା ଉଚ୍ଚତା ଉପରେ ବହୁଳଭାବେ ନିର୍ଭରଶୀଳ ହୋଇଯାଏ ଏବଂ ବାୟୁମଣ୍ଡଳ ହାଲୁକା ଗ୍ୟାସ୍‌ଗୁଡ଼ିକ (ଅମ୍ଳଜାନ ପରମାଣୁ, ହିଲିୟମ୍‌ ଏବଂ ଉଦ୍‌ଜାନ) ରେ ପରିପୂର୍ଣ୍ଣ ହୋଇଯାଏ ।"
Climate change will make some agricultural areas more suitable for production and other areas less so. The impacts of climate change on agriculture will be less if production is allowed to move in response to changing climate. Some land that is not currently suitable for agriculture because of climate may become suitable in the future.,"ଜଳବାୟୁ ପରିବର୍ତ୍ତନ କେତେକ କୃଷି କ୍ଷେତ୍ରକୁ ଉତ୍ପାଦନ ନିମନ୍ତେ ଅଧିକ ଉପଯୁକ୍ତ କରିଦେବ, ଏବଂ ଅନ୍ୟାନ୍ୟ କ୍ଷେତ୍ରଗୁଡ଼ିକୁ ସେତେଟା ନୁହେଁ।"
Data collected in the field must be geo-referenced so that the point where the data were collected can be located on the imagery. GPS receivers are commonly used to record this location information. The type of information collected can range from detailed notes describing a site to a photograph of the site.,ସଂଗୃହୀତ ତଥ୍ୟର ପ୍ରକାର ଏକ ସ୍ଥାନର ବର୍ଣ୍ଣନା କରୁଥିବା ସୁବିସ୍ତୃତ ଟିପ୍ପଣୀ ଠାରୁ ନେଇ ଉକ୍ତ ସ୍ଥାନର ଏକ ଫଟୋଗ୍ରାଫ୍‌ ପର୍ଯ୍ୟନ୍ତ ହୋଇପାରେ ।
"During the season, heat wave/severe heat wave conditions were observed in March and April. In the month of May, no significant heat wave conditions were observed. During March the heat wave conditions were observed at most places with Severe Heat wave conditions at isolated places occurred over West Rajasthan during 29-31 March, Heat wave conditions were also observed at a few places over east Rajasthan during 30-31 March, over Odisha and adjoining parts of Gangetic West Bengal, Coastal Andhra Pradesh and Tamil Nadu on 31 March.","ମାର୍ଚ୍ଚ ମାସରେ, ଅଧିକାଂଶ ସ୍ଥାନରେ ଉତ୍ତାପ ତରଙ୍ଗର ପରିସ୍ଥିତି ପରିଲକ୍ଷିତ ହୋଇଥିଲା, ଯେତେବେଳେକି ୨୯-୩୧ ମାର୍ଚ୍ଚ ମଧ୍ୟରେ ପଶ୍ଚିମ ରାଜସ୍ଥାନର କେତୋଟି ଅଲଗା ଅଲଗା ଜାଗାରେ ପ୍ରଚଣ୍ଡ ଉତ୍ତାପ ତରଙ୍ଗ ଅନୁଭୂତ ହୋଇଥିଲା ।"
"Even in radiometrically corrected scene composites, some noise will remain. The most important sources are local atmospheric effects such as haze, smoke or cumulus clouds in an otherwise clear-sky scene. Small but potentially significant bidirectional reflectance effects may also be present.","ବିକିରଣମିତିକ ଭାବରେ ସଂଶୋଧିତ ଦୃଶ୍ୟ ସଂଯୋଜନଗୁଡ଼ିକରେ ମଧ୍ୟ, କିଛି ଅନିୟମିତ ତରଙ୍ଗ ରହିଥାଏ ।"
"Even in radiometrically corrected scene composites, some noise will remain. The most important sources are local atmospheric effects such as haze, smoke or cumulus clouds in an otherwise clear-sky scene. Small but potentially significant bidirectional reflectance effects may also be present.","ସବୁଠାରୁ ଗୁରୁତ୍ଵପୂର୍ଣ୍ଣ ଉତ୍ସଗୁଡ଼ିକ ହେଲା ଅନ୍ୟଥା ସ୍ଵଚ୍ଛ-ଆକାଶ ଦୃଶ୍ୟରେ ସ୍ଥାନୀୟ ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରଭାବର ଛାପଗୁଡ଼ିକ, ଯଥା କୁହୁଡ଼ି, ଧୂଆଁ, କିମ୍ବା ପୁଞ୍ଜିଭୂତ ମେଘ ।"
"Furthermore, such images contain systematic errors due to atmospheric effects (as a function of the path length) as well as monotonically changing spatial resolution for most coarse resolution sensors. Their classification is therefore difficult and requires interactive fine tuning for each input scene used, as well as post-classification operations to reconcile differences between adjacent scenes to ensure consistency across the mapped area. For these reasons, research in recent years has emphasised the use of image composites.","ଏହି ସବୁ କାରଣ ପାଇଁ, ସାମ୍ପ୍ରତିକ ବର୍ଷମାନଙ୍କରେ ଗବେଷଣା ଚିତ୍ର ସଂଯୋଜନର ବ୍ୟବହାର ଉପରେ ଗୁରୁତ୍ଵାରୋପ କରିଛି ।"
High relative humidities in the lower and middle troposphere are also required for cyclone development. These high humidities reduce the amount of evaporation in clouds and maximizes the latent heat released because there is more precipitation. The vertical wind shear in a tropical cyclones environment is also important.,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ସୃଷ୍ଟି ହେବା ପାଇଁ ଟ୍ରପୋସ୍ପିୟର୍‌ର ନିମ୍ନ ଏବଂ ମଧ୍ୟ-ଭାଗରେ ମଧ୍ୟ ଉଚ୍ଚ ଆପେକ୍ଷିକ ଆର୍ଦ୍ରତା ଆବଶ୍ୟକ ହୋଇଥାଏ ।
"If that land is not available because it has already been developed, then the farming sector will be less able to adapt. It may make sense to preserve land for future agricultural production, even if it is not currently being used for that purpose. Similarly, forest land that is currently dominated by lower-valued species may become more valuable in the future, and vice versa.","ସେହିପରି, ସେହି ବନ ଭୂମି ଯାହାକି ଅପେକ୍ଷାକୃତ କମ୍‌-ମୂଲ୍ୟର ପ୍ରଜାତିଗୁଡ଼ିକରେ ଭରି ରହିଛି, ତାହା ଭବିଷ୍ୟତରେ ଅଧିକ ମୁଲ୍ୟବାନ ହୋଇଯାଇପାରେ, ଏବଂ ଏହାର ବିପରୀତଟି ମଧ୍ୟ ସତ୍ୟ ହୋଇପାରେ ।"
"In the past, some classification projects employing coarse resolution data were carried out with single-date, relatively cloud-free images. However, this approach is fundamentally limited because the probability of cloud-free scenes decreases as the area covered by one scene increases. It is thus very difficult to obtain useful images for land cover mapping, especially if the eligible time interval is short.","ମାତ୍ର, ଏହି ପ୍ରଣାଳୀଟି ମୂଳତଃ ସୀମିତ ଅଟେ କାରଣ ଗୋଟିଏ ଦୃଶ୍ୟ ଦ୍ଵାରା ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ରଟି ବୃଦ୍ଧି ପାଇବା ସଙ୍ଗେସଙ୍ଗେ ମେଘ-ମୁକ୍ତ ଦୃଶ୍ୟଗୁଡ଼ିକର ସମ୍ଭାବନା ହ୍ରାସ ପାଇଥାଏ ।"
"In the recent developments, importance is being given to utilization of hyper-spectral domain for soil physical and chemical characterization. Development of soil reflectance libraries is being given utmost importance with parallel developments in hyperspectral profile matching algorithms. In this direction, an attempt has been made to calibrate soil properties to soil reflectance using Multivariate Adaptive Regression Splines (MARS).","ଏହି ଦିଗରେ, 'ମଲ୍ଟିଭ୍ୟାରିଏଟ୍‌ ଆଡାପ୍ଟିଭ୍‌ ରିଗ୍ରେସନ୍‌ ସ୍ପ୍ଲାଇନ୍‌ସ୍‌' (ମାର୍ସ୍‌) ବ୍ୟବହାର କରି ମୃତ୍ତିକାର ଗୁଣ ଠାରୁ ମୃତ୍ତିକାର ପରାବର୍ତ୍ତକତା ପର୍ଯ୍ୟନ୍ତ ନିରୂପଣ କରିବାକୁ ଏକ ଉଦ୍ୟମ କରାଯାଇଛି ।"
"Manual, or visual, classification of remotely sensed data is an effective method of classifying land cover especially when the analyst is familiar with the area being classified. This method uses skills that were originally developed for interpreting aerial photographs. It relies on the interpreter to employ visual cues such as tone, texture, shape, pattern, and relationship to other objects to identify the different land cover classes (figure 2.3), The primary advantage of manual interpretation is its utilization of the brain to identify features in the image and relate them to features on the ground.","ଏହା ବିଭିନ୍ନ ଭୂ-ଆବରଣ ଶ୍ରେଣୀର ଚିହ୍ନଟ କରିବା ପାଇଁ ବର୍ଣ୍ଣ, ବିନ୍ୟାସ, ଆକୃତି, ରୂପରେଖ, ଏବଂ ଅନ୍ୟାନ୍ୟ ବସ୍ତୁଗୁଡ଼ିକ ସହିତ ଏହାର ସମ୍ପର୍କ ଭଳି ଚାକ୍ଷୁଷ ସୂତ୍ରଗୁଡ଼ିକୁ ନିୟୋଜିତ କରିବାକୁ ବ୍ୟାଖ୍ୟାକାରଜଣକଙ୍କ ଉପରେ ନିର୍ଭର କରିଥାଏ ।"
Northeast monsoon (NEM) season comprising of the months from October to December is the major rainfall season for Tamilnadu & Puduchery& Karaikkal. The normal rainfall for the subdivision for this period is 44cm. About 45% of the annual rainfall of this subdivision (about 60% for coastal regions) is accounted by the rainfall during this period.,ଏହି ଉପଖଣ୍ଡଟିର ବାର୍ଷିକ ବୃଷ୍ଟିପାତର ପ୍ରାୟ ୪୫% (ଉପକୂଳବର୍ତ୍ତୀ ଅଞ୍ଚଳଗୁଡ଼ିକରେ ପ୍ରାୟ ୬୦%) ବୃଷ୍ଟିପାତ ଏହି ସମୟରେ ହୋଇଥାଏ।
"Nutrient imbalance due to non-availability of essential nutrients to plants is also an associated problem. While, salinization is mostly associated with the coastal areas and younger alluvial plains, alkalization happens mostly in inlands and older alluvial plains. Generally, alkalization is associated with waterlogging due to poor permeability of soil by presence of sodium.","ଲବଣୀଭବନ ସାଧାରଣତଃ ଉପକୂଳବର୍ତ୍ତୀ ଅଞ୍ଚଳ ଏବଂ ଅପେକ୍ଷାକୃତ ସଦ୍ୟ ପଟୁମାଟିଯୁକ୍ତ ସମତଳ ଅଞ୍ଚଳଗୁଡ଼ିକ ସହିତ ସମ୍ବନ୍ଧିତ ହୋଇଥିବାବେଳେ, କ୍ଷାରୀଭବନ ସାଧାରଣତଃ ଅନ୍ତର୍ଦେଶୀୟ ସ୍ଥଳଭାଗ ଏବଂ ପ୍ରାଚୀନ ପଟୁମାଟିଯୁକ୍ତ ସମତଳ ଅଞ୍ଚଳଗୁଡ଼ିକରେ ହୋଇଥାଏ ।"
"One possible impact from climate change is an increase in severity of storms, which would lead to an increase in flash flooding. Adaptation strategies include banning new construction in vulnerable areas with high risk of flooding, minimizing flashy runoff from impervious surfaces, changing the requirements for stormwater retention structures in new developments, and protection of wetlands that buffer runoff from heavy rainstorms Increased temperatures will make urban heat effects more severe. Land use planning should reduce urban heat effects, through maintenance of green areas, use of different building materials.","ନୂତନ ଆବଶ୍ୟକତା ଜନିତ କୌଶଳ ମଧ୍ୟରେ ରହିଛି ବନ୍ୟାର ଅଧିକ ଆଶଙ୍କା ଥିବା ଆଘାତପ୍ରବଣ ଅଞ୍ଚଳଗୁଡ଼ିକରେ ନୂଆ ନିର୍ମାଣ କାର୍ଯ୍ୟକୁ ନିଷେଧ କରିବା, ଅଭେଦ୍ୟ ବହିର୍ଭାଗରୁ ଦ୍ରୁତଗତିରେ ବହିଯାଉଥିବା ଜଳକୁ ସୀମିତ ରଖିବା, ନୂତନ ନିର୍ମାଣଗୁଡ଼ିକରେ ବାତ୍ୟା-ଜଳ ସଂରକ୍ଷଣ ନିମନ୍ତେ ସଂରଚନାଗତ ଆବଶ୍ୟକତାରେ ପରିବର୍ତ୍ତନ, ଏବଂ ଆର୍ଦ୍ରଭୂମିଗୁଡ଼ିକର ସଂରକ୍ଷଣ ଯାହା ବର୍ଷା ଝଡ଼ ଜନିତ ଜଳ ପ୍ରବାହକୁ ଧରିରଖେ।"
"One possible impact from climate change is an increase in severity of storms, which would lead to an increase in flash flooding. Adaptation strategies include banning new construction in vulnerable areas with high risk of flooding, minimizing flashy runoff from impervious surfaces, changing the requirements for stormwater retention structures in new developments, and protection of wetlands that buffer runoff from heavy rainstorms Increased temperatures will make urban heat effects more severe. Land use planning should reduce urban heat effects, through maintenance of green areas, use of different building materials.","ଭୂମି ବ୍ୟବହାର ଯୋଜନା ସବୁଜ ଅଞ୍ଚଳଗୁଡ଼ିକର ରକ୍ଷଣାବେକ୍ଷଣ, ଏବଂ ଭିନ୍ନ ନିର୍ମାଣ ସାମଗ୍ରୀର ବ୍ୟବହାର ଦ୍ୱାରା ସହରୀ ତାପନ ପ୍ରଭାବଗୁଡ଼ିକୁ ହ୍ରାସ କରିବା ଉଚିତ୍‌।"
"PANNA , situated in the Vindhya ranges, along the banks of the River Ken, is a mere 30 km from the world famous temples at Khajuraho. With its deep ravines, cascading waterfalls and thick teak forests, Panna national park is predominantly a plateau, with sprawling flatlands punctuated by hills, deep valleys and gorges. The reserve is renowned for sightings of nilgai, sambar, chital, wild boar, crocodile, leopard, wolf, hyena, jackal, sloth bear and sometimes even tigers.","ନିଜର ଗଭୀର ଗିରିବର୍ତ୍ତ୍ମ, ପ୍ରପତିତ ଜଳପ୍ରପାତ ଏବଂ ଘଞ୍ଚ ଶାଗୁଆନ ଜଙ୍ଗଲଗୁଡ଼ିକ ସହିତ ପାନ୍ନା ଜାତୀୟ ଉଦ୍ୟାନ ହେଉଛି ପ୍ରଧାନତଃ ଏକ ଅଧିତ୍ୟକା, ଯେଉଁଥିରେ ପର୍ବତଗୁଡ଼ିକ ଦ୍ଵାରା ପ୍ରତିବାଧିତ ସୁବିସ୍ତୃତ ସମତଳ ଭୂମି, ଗଭୀର ଉପତ୍ୟକା, ଏବଂ ପାର୍ବତ୍ୟ ଘାଟିଗୁଡ଼ିକ ରହିଛି ।"
"Remote sensing techniques for monitoring water quality depend on the ability to measure these changes in the spectral signature backscattered from water and relate these measured changes by empirical or analytical models to water quality parameters. Major factors affecting water quality are suspended sediments, algae, chemicals, dissolved organic matter (DOM), thermal releases, aquatic vascular plants, pathogens, and oils. Some of these parameters like suspended sediments, algae, DOM, oils, aquatic vascular plants, and thermal releases directly influence the energy spectra and hence can be measured by remote sensing techniques (table 6.3).","ଜଳର ଗୁଣବତ୍ତାକୁ ପ୍ରଭାବିତ କରୁଥିବା ମୁଖ୍ୟ କାରକଗୁଡ଼ିକ ହେଲା ଭାସମାନ କାଦୁଅ କଣିକା, ଶୈବାଳ, ରାସାୟନିକ ପଦାର୍ଥ, ଦ୍ରବୀଭୂତ ଜୈବିକ ପଦାର୍ଥ (ଡି.ଓ.ଏମ୍‌.), ତାପୀୟ ନିର୍ଗମନ, ଜଳଜ ସଂବାହୀ ଉଦ୍ଭିଦ, ରୋଗାଣୁ, ଏବଂ ତୈଳ ।"
"Remote sensing techniques for monitoring water quality depend on the ability to measure these changes in the spectral signature backscattered from water and relate these measured changes by empirical or analytical models to water quality parameters. Major factors affecting water quality are suspended sediments, algae, chemicals, dissolved organic matter (DOM), thermal releases, aquatic vascular plants, pathogens, and oils. Some of these parameters like suspended sediments, algae, DOM, oils, aquatic vascular plants, and thermal releases directly influence the energy spectra and hence can be measured by remote sensing techniques (table 6.3).","ଏହି ନିୟାମକଗୁଡ଼ିକ ମଧ୍ୟରୁ କେତେକ, ଯେପରିକି ଭାସମାନ କାଦୁଅ କଣିକା, ଶୈବାଳ, ଡି.ଓ.ଏମ୍‌. ତୈଳ, ଜଳଜ ସଂବାହୀ ଉଦ୍ଭିଦ, ଏବଂ ତାପୀୟ ନିର୍ଗମନ, ଶକ୍ତି ତରଙ୍ଗଗୁଡ଼ିକୁ ସିଧାସଳଖ ଭାବରେ ପ୍ରଭାବିତ କରିଥାଏ ଏବଂ ଏଥିପାଇଁ ସେଗୁଡ଼ିକୁ 'ରିମୋଟ୍‌ ସେନ୍ସିଂ' ପ୍ରଣାଳୀଗୁଡ଼ିକ ଦ୍ଵାରା ମାପ କରାଯାଇପାରିବ ।"
"Removing plant residues also reduces soil organic matter content. Removal of topsoil while mining for precious metals and affecting its surrounding agricultural fields is another dimension of land degradation. Hence, the top fertile soil is almost permanently lost, if properly not conserved.",ମୁଲ୍ୟବାନ ଧାତୁ ପାଇଁ ଖଣି ଖନନ କରିବାବେଳେ ଉପରି ମୃତ୍ତିକାର ଅପସାରଣ ତଥା ଏହାର ଚତୁର୍ପାର୍ଶ୍ଵିକ କୃଷି କ୍ଷେତ୍ରଗୁଡ଼ିକୁ ପ୍ରଭାବିତ କରିବା ହେଉଛି ଭୂମି କ୍ଷୟ ହେବାର ଅନ୍ୟଏକ ଦିଗ ।
"Removing plant residues also reduces soil organic matter content. Removal of topsoil while mining for precious metals and affecting its surrounding agricultural fields is another dimension of land degradation. Hence, the top fertile soil is almost permanently lost, if properly not conserved.",ଉଦ୍ଭିଦ ଅବଶେଷଗୁଡ଼ିକର ଅପସାରଣ ମୃତ୍ତିକାର ଜୈବିକ ପଦାର୍ଥ ଉପାଦାନକୁ ହ୍ରାସ କରିଥାଏ ।
Salinization and alkalization are problems of semiarid and arid areas. They could be of natural or manmade. This is a major problem resulting in the desiccation of plants due to high osmotic potential exerted on plant because of high concentration of salts.,ଲବଣୀଭବନ ଏବଂ କ୍ଷାରୀଭବନ ହେଉଛି ଅର୍ଦ୍ଧ-ଶୁଷ୍କ ଏବଂ ଶୁଷ୍କ ଅଞ୍ଚଳଗୁଡ଼ିକରେ ଥିବା ସମସ୍ୟା ।
"Soil mapping comprises of identification, description and delineation of different kinds of soils based on physiography, climate and vegetation of the area, confirmation through field work and laboratory data and depicting on a standard base map. The different soils observed within an area are put into a limited number of groups. Each group of soils is typified by a pedon or their association.",ପ୍ରତ୍ୟେକ ବର୍ଗର ମୃତ୍ତିକା ଏକ ପେଡନ୍ କିମ୍ବା ସେଗୁଡ଼ିକର ସମ୍ମିଶ୍ରଣ ଦ୍ଵାରା ପ୍ରରୂପିତ ହୋଇଥାଏ ।
"Soil mapping comprises of identification, description and delineation of different kinds of soils based on physiography, climate and vegetation of the area, confirmation through field work and laboratory data and depicting on a standard base map. The different soils observed within an area are put into a limited number of groups. Each group of soils is typified by a pedon or their association.","ମୃତ୍ତିକା ମାନଚିତ୍ରଣରେ ଭୂ-ପ୍ରକୃତି, ଜଳବାୟୁ, ଏବଂ ସମ୍ପୃକ୍ତ ଅଞ୍ଚଳଟିର ବୃକ୍ଷଲତାକୁ ଭିତ୍ତି କରି ବିଭିନ୍ନ ପ୍ରକାରର ମୃତ୍ତିକାର ଚିହ୍ନଟୀକରଣ, ବର୍ଣ୍ଣନ, ଏବଂ ଚିତ୍ରଣ, କ୍ଷେତ୍ରକାର୍ଯ୍ୟ ଏବଂ ଗବେଷଣାଗାରର ତଥ୍ୟ ମାଧ୍ୟମରେ ସତ୍ୟାପନ ଏବଂ ଏକ ମାନକ ମୂଳ ମାନଚିତ୍ରରେ ଚିତ୍ର-ଉପସ୍ଥାପନ ପ୍ରଭୃତି ଅନ୍ତର୍ଭୁକ୍ତ ।"
"The global climate in future is expected to become more variable. This will increase stress on natural ecosystems. Species that rely on natural, undisturbed habitat will have difficulty surviving droughts and storms, particularly if that habitat exists only in small patches.",ଏହା ପ୍ରାକୃତିକ ପରିସଂସ୍ଥାଗୁଡ଼ିକ ଉପରେ ଚାପ ବଢ଼ାଇ ଦେବ ।
"The soil is a life supporting system upon which human beings have been dependent from the dawn of the civilization. Therefore, comprehensive information on soil resources, its potential / limitations / capabilities, is required for a variety of purposes such as command area development, soil conservation in catchment areas, sustainable agriculture, watershed management, reclamation of degraded lands etc. In this context, characterization and mapping of different types of soils, developing rational / scientific criteria for land evaluation and interpretation of soils for multifarious land uses attains greater importance.","ତେଣୁ, ବିଭିନ୍ନ ଉଦ୍ଦେଶ୍ୟ ଯେପରିକି କମାଣ୍ଡ୍‌ ଅଞ୍ଚଳ ବିକାଶ, ଅଧିତ୍ୟକା ଅଞ୍ଚଳଗୁଡ଼ିକରେ ମୃତ୍ତିକା ସଂରକ୍ଷଣ, ଧାରଣୀୟ କୃଷି, ଜଳଛାୟା ପରିଚାଳନା, ଅବକ୍ଷୟିତ ଭୂମିର ପୁନରୁଦ୍ଧାର, ଇତ୍ୟାଦି ନିମନ୍ତେ ମୃତ୍ତିକା ସମ୍ବଳ ତଥା ଏହାର କ୍ଷମତା/ସୀମିତତା/ ସାମର୍ଥ୍ୟ ଉପରେ ବ୍ୟାପକ ତଥ୍ୟ ଆବଶ୍ୟକ ।"
"The strengths and weaknesses of seven broad, partly overlapping, categories of models: mathematical equation- based, system dynamics, statistical, expert system, evolutionary, cellular, and hybrid are discussed for comparison. This review is not exhaustive and only serves to highlight ways in which present techniques are complemented by those models that combine cellular and agent-based models. More comprehencive overview of LUCC Modeling techniques is given by Agarwal, 2000.",ଏହି ସମୀକ୍ଷାଟି ସାମଗ୍ରିକ ନୁହେଁ ଏବଂ ଏହା କେବଳ କୋଶୀକିୟ ଏବଂ କାରକ-ଆଧାରିତ ମଡେଲ୍‌କୁ ଏକତ୍ର କରୁଥିବା ମଡେଲ୍‌ଗୁଡ଼ିକ ଦ୍ଵାରା ବର୍ତ୍ତମାନର କୌଶଳଗୁଡ଼ିକ ଯେଉଁ ପ୍ରକ୍ରିୟା ଦେଇ ପରିପୂରିତ ହୋଇଛି ତାହା ଉପରେ ଗୁରୁତ୍ଵାରୋପ କରିବାର କାର୍ଯ୍ୟ କରୁଛି ।
The technique used in manual interpretation is fairly simple. The analyst views the image on either a computer screen or a hardcopy printout and then draws a polygon around areas that are identified as a particular land cover type. If the land cover delineations are done on a computer screen the land cover map is created during the delineation process.,"ଯଦି ଏକ କମ୍ପ୍ୟୁଟର ପରଦାରେ ଭୂ-ଆବରଣ ପରିସୀମା ନିରୂପଣ କରାଯାଏ, ତେବେ ଭୂ-ଆବରଣ ମାନଚିତ୍ରଟି ଏହି ଚିହ୍ନଟ ପ୍ରକ୍ରିୟାରେ ତିଆରି କରାଯାଇଥାଏ ।"
The technique used in manual interpretation is fairly simple. The analyst views the image on either a computer screen or a hardcopy printout and then draws a polygon around areas that are identified as a particular land cover type. If the land cover delineations are done on a computer screen the land cover map is created during the delineation process.,"ବିଶ୍ଳେଷକଜଣକ ଚିତ୍ରଟିକୁ ଏକ କମ୍ପ୍ୟୁଟର ପରଦା କିମ୍ବା ଏକ ହାର୍ଡ଼୍‌-କପି ମୁଦ୍ରିତ ପ୍ରତିଲିପିରେ ଦେଖିଥାନ୍ତି ଏବଂ ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାରର ଭୂ-ଆବରଣ ଅଞ୍ଚଳ ଭାବରେ ଯେଉଁଗୁଡ଼ିକୁ ଚିହ୍ନଟ କରାଯାଇଥାଏ, ସେହିସବୁ ଅଞ୍ଚଳର ଚତୁଃପାର୍ଶ୍ୱରେ ଏକ ବହୁଭୁଜ କ୍ଷେତ୍ର ଅଙ୍କନ କରିଥାନ୍ତି ।"
The thermosphere is located above the mesosphere. The temperature in the thermosphere generally increases with altitude reaching 600 to 3000 F (600-2000 K) depending on solar activity. This increase in temperature is due to the absorption of intense solar radiation by the limited amount of remaining molecular oxygen.,ତାପମାତ୍ରାର ଏପରି ବୃଦ୍ଧି ସୀମିତ ପରିମାଣର ଅବଶିଷ୍ଟ ଆଣବିକ ଅମ୍ଳଜାନ ଦ୍ଵାରା ତୀବ୍ର ସୌର ବିକିରଣର ପରିଶୋଷଣ ହେତୁ ହୋଇଥାଏ ।
The troposphere is the atmospheric layer closest to the planet and contains the largest percentage (around 80%) of the mass of the total atmosphere. Temperature and water vapor content in the troposphere decrease rapidly with altitude. Water vapor plays a major role in regulating air temperature because it absorbs solar energy and thermal radiation from the planets surface.,ଟ୍ରପୋସ୍ପିୟର୍‌ରେ ଥିବା ତାପମାତ୍ରା ଏବଂ ଜଳୀୟ ବାଷ୍ପ ଉପାଦାନ ଉଚ୍ଚତା ବଢ଼ିବା ସହିତ ଦ୍ରୁତଗତିରେ କମି କମି ଯାଏ ।
